internal_id	source_key	lexeme_ids_json	entity_sha256_json	lemma_json	stratum	pinned	proposal_option_id	constructor	expression	explicit_form_arguments	source_completeness	gf_fit	inference_confidence	review_status	structural_evidence	source_statement_ids_json	source_form_ids_json	p5548_evidence_json	field_evidence_json	complete_record_comparison	gf_record_sha256	pgf_sha256	gf_s_sg_nom_json	gf_s_sg_acc_json	gf_s_sg_dat_json	gf_s_sg_gen_json	gf_s_pl_nom_json	gf_s_pl_acc_json	gf_s_pl_dat_json	gf_s_pl_gen_json	gf_gender_json	gf_co_json	gf_uncap_s_sg_nom_json	gf_uncap_s_sg_acc_json	gf_uncap_s_sg_dat_json	gf_uncap_s_sg_gen_json	gf_uncap_s_pl_nom_json	gf_uncap_s_pl_acc_json	gf_uncap_s_pl_dat_json	gf_uncap_s_pl_gen_json	gf_uncap_co_json	gf_csep_json
wdn_000018_N	L40399	["L40399"]	["5e130024718f9a6399591ab38b27f4c88236579eb31946d37fb076c6a979195b"]	"Information"	explicit_combining	yes	wdn_000018_p005	changeCompoundN+mkN_lemma	P.changeCompoundN "Informations" (P.mkN "Information")	2	complete	exact_source_evidence	provisional	sampled	component_target	["L40399$FDE38FBF-F6C2-4838-84C8-1C4ABEF4E3FF"]	{"co":["L40399-F9"],"s_pl_acc":["L40399-F8"],"s_pl_dat":["L40399-F7"],"s_pl_gen":["L40399-F6"],"s_pl_nom":["L40399-F5"],"s_sg_acc":["L40399-F4"],"s_sg_dat":["L40399-F3"],"s_sg_gen":["L40399-F2"],"s_sg_nom":["L40399-F1"]}	["L290791$bfabcc26-457d-95a8-20bf-d968da84e5ba>L40399-F9","L478066$9ff8dd99-47ad-652a-9467-4fca7c54d457>L40399-F9","L900758$b80a55db-41df-f405-806f-06a771e21fff>L40399-F9"]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	84b0e45a8e35dfe335a4f3db6d5894b1d1258dab6ceb88e31325a1a362297d1e	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Information"	"Information"	"Information"	"Information"	"Informationen"	"Informationen"	"Informationen"	"Informationen"	"feminine"	"Informations"	"information"	"information"	"information"	"information"	"informationen"	"informationen"	"informationen"	"informationen"	"informations"	"bind"
wdn_000019_N	L44578	["L44578"]	["9ce95800333085d0986de5a80348739227a62ad8ee6bb1a250edeab5527303d4"]	"Bedeutung"	explicit_combining	no	wdn_000019_p001	mkN_lemma	P.mkN "Bedeutung"	1	complete	exact_source_evidence	provisional	sampled	component_target	["L44578$FAB665FE-1B95-4353-94B2-917C8FC39802"]	{"co":["L44578-F9"],"s_pl_acc":["L44578-F8"],"s_pl_dat":["L44578-F7"],"s_pl_gen":["L44578-F6"],"s_pl_nom":["L44578-F5"],"s_sg_acc":["L44578-F4"],"s_sg_dat":["L44578-F3"],"s_sg_gen":["L44578-F2"],"s_sg_nom":["L44578-F1"]}	["L343683$e1e308d4-4dc0-6ab2-09ab-9bc2ecb9bc11>L44578-F9"]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	7e82f2d0da06e877a8c19cd53cba46d8af2da4d5c65fb7d1c1a36923244f6153	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Bedeutung"	"Bedeutung"	"Bedeutung"	"Bedeutung"	"Bedeutungen"	"Bedeutungen"	"Bedeutungen"	"Bedeutungen"	"feminine"	"Bedeutungs"	"bedeutung"	"bedeutung"	"bedeutung"	"bedeutung"	"bedeutungen"	"bedeutungen"	"bedeutungen"	"bedeutungen"	"bedeutungs"	"bind"
wdn_000020_N	L48488	["L48488"]	["1e8288182444fe3cb33f6eb3518afbe8bd02b9f2c97933623dc651e7610950a1"]	"Kommunikation"	explicit_combining	no	wdn_000020_p005	changeCompoundN+mkN_lemma	P.changeCompoundN "Kommunikations" (P.mkN "Kommunikation")	2	complete	exact_source_evidence	provisional	sampled	component_target	["L48488$8E0A9C6D-6502-42C6-A177-53C357B61C87"]	{"co":["L48488-F9"],"s_pl_acc":["L48488-F8"],"s_pl_dat":["L48488-F7"],"s_pl_gen":["L48488-F6"],"s_pl_nom":["L48488-F5"],"s_sg_acc":["L48488-F4"],"s_sg_dat":["L48488-F3"],"s_sg_gen":["L48488-F2"],"s_sg_nom":["L48488-F1"]}	["L789924$1c5044c1-42b0-c0db-3e85-f37e443ba5d2>L48488-F9"]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	05f8566d23ead7cc1a5cf953f7be89309567d432a4ee864ac7ca6a924ea55f11	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Kommunikation"	"Kommunikation"	"Kommunikation"	"Kommunikation"	"Kommunikationen"	"Kommunikationen"	"Kommunikationen"	"Kommunikationen"	"feminine"	"Kommunikations"	"kommunikation"	"kommunikation"	"kommunikation"	"kommunikation"	"kommunikationen"	"kommunikationen"	"kommunikationen"	"kommunikationen"	"kommunikations"	"bind"
wdn_000022_N	L222581	["L222581"]	["031425713bdbfb1a9de83c0fb28c4cd391b30b09a43aeb64c1bc35dce664b79c"]	"Toilette"	explicit_combining	no	wdn_000022_p001	mkN_lemma	P.mkN "Toilette"	1	complete	exact_source_evidence	provisional	sampled	component_target	["L222581$1AA667B7-59E6-4FF8-91F2-30185243B63D"]	{"co":["L222581-F9"],"s_pl_acc":["L222581-F8"],"s_pl_dat":["L222581-F7"],"s_pl_gen":["L222581-F6"],"s_pl_nom":["L222581-F5"],"s_sg_acc":["L222581-F4"],"s_sg_dat":["L222581-F3"],"s_sg_gen":["L222581-F2"],"s_sg_nom":["L222581-F1"]}	[]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	ed27a5bb129e702948fa21d518e41253b45c84c2924db6d6b5e139f7ad4fe8fd	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Toilette"	"Toilette"	"Toilette"	"Toilette"	"Toiletten"	"Toiletten"	"Toiletten"	"Toiletten"	"feminine"	"Toiletten"	"toilette"	"toilette"	"toilette"	"toilette"	"toiletten"	"toiletten"	"toiletten"	"toiletten"	"toiletten"	"bind"
wdn_000023_N	L228301	["L228301"]	["5abef0d69491e7dc75520a9c4496f0adcc3a7edce65b7394d1bb1b8909bbc190"]	"Geburtstag"	explicit_combining	no	wdn_000023_p005	changeCompoundN+mkN_lemma	P.changeCompoundN "Geburtstags" (P.mkN "Geburtstag")	2	complete	exact_source_evidence	provisional	sampled	source_and_target	["L228301$76a4a10f-42ab-637c-01d1-bfc526dac870","L228301$8fbe1706-4b08-2d57-1687-af1dcf4127b2","L228301$EC9F3AEA-8D61-479C-A3EA-C3A53766217D"]	{"co":["L228301-F9"],"s_pl_acc":["L228301-F8"],"s_pl_dat":["L228301-F7"],"s_pl_gen":["L228301-F6"],"s_pl_nom":["L228301-F5"],"s_sg_acc":["L228301-F4"],"s_sg_dat":["L228301-F3"],"s_sg_gen":["L228301-F2"],"s_sg_nom":["L228301-F1"]}	["L228300$a9f5c956-4f81-be85-1149-ebe2dfb8c8ba>L228301-F9","L34023$cf25799b-461b-6f1f-ad41-d66ceeac8c5f>L228301-F9","L34025$6a4b2e3d-44a4-91fa-87be-fa909a8acb5c>L228301-F9","L897451$6d83d23a-46e5-3847-8524-97109eb2d468>L228301-F9"]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	53382801f3ae05900bca11f146270e06b381fe6c3a6ba8c1bd5580be72e71f64	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Geburtstag"	"Geburtstag"	"Geburtstag"	"Geburtstags"	"Geburtstage"	"Geburtstage"	"Geburtstagen"	"Geburtstage"	"masculine"	"Geburtstags"	"geburtstag"	"geburtstag"	"geburtstag"	"geburtstags"	"geburtstage"	"geburtstage"	"geburtstagen"	"geburtstage"	"geburtstags"	"bind"
wdn_000026_N	L230564	["L230564"]	["421c0a4f50b8489297f325175a84efca1c193387c37e9f6cb3d6bb4dfae447ef"]	"Erfahrung"	explicit_combining	no	wdn_000026_p001	mkN_lemma	P.mkN "Erfahrung"	1	complete	exact_source_evidence	provisional	sampled	component_target	["L230564$7fc319fb-49c5-cfee-dbc0-835d872e3b9d"]	{"co":["L230564-F9"],"s_pl_acc":["L230564-F8"],"s_pl_dat":["L230564-F7"],"s_pl_gen":["L230564-F6"],"s_pl_nom":["L230564-F1"],"s_sg_acc":["L230564-F5"],"s_sg_dat":["L230564-F4"],"s_sg_gen":["L230564-F3"],"s_sg_nom":["L230564-F2"]}	["L290714$613ce55e-45b1-0b0f-332d-b57f97f3480d>L230564-F9"]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	63549328607484fdd49b0e990d03e4a6322538f2ff1bce1e076be494e326c0eb	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Erfahrung"	"Erfahrung"	"Erfahrung"	"Erfahrung"	"Erfahrungen"	"Erfahrungen"	"Erfahrungen"	"Erfahrungen"	"feminine"	"Erfahrungs"	"erfahrung"	"erfahrung"	"erfahrung"	"erfahrung"	"erfahrungen"	"erfahrungen"	"erfahrungen"	"erfahrungen"	"erfahrungs"	"bind"
wdn_000027_N	L233203	["L233203"]	["94b947f6ec879b63c5682c1c96cd43d483215c1620e0ecdce4b9fd43ed2c03ea"]	"Klasse"	explicit_combining	no	wdn_000027_p001	mkN_lemma	P.mkN "Klasse"	1	complete	exact_source_evidence	provisional	sampled	component_target	["L233203$B412E025-BED0-47C1-81E3-253C53128B5F"]	{"co":["L233203-F9"],"s_pl_acc":["L233203-F8"],"s_pl_dat":["L233203-F7"],"s_pl_gen":["L233203-F6"],"s_pl_nom":["L233203-F5"],"s_sg_acc":["L233203-F4"],"s_sg_dat":["L233203-F3"],"s_sg_gen":["L233203-F2"],"s_sg_nom":["L233203-F1"]}	["L754102$c42f8bea-464a-a8ed-d3bc-45d8a5e854c4>L233203-F9"]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	5e7f92ff3deaeca14b06bb00d5c107f3bb09fd1f177b41ae2713b6e452f8ec57	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Klasse"	"Klasse"	"Klasse"	"Klasse"	"Klassen"	"Klassen"	"Klassen"	"Klassen"	"feminine"	"Klassen"	"klasse"	"klasse"	"klasse"	"klasse"	"klassen"	"klassen"	"klassen"	"klassen"	"klassen"	"bind"
wdn_000029_N	L252671	["L252671"]	["08c93aee2a6d5a474ba28093947c605eb7cfc07409d2caa7fcb319ab061a7a67"]	"Leistung"	explicit_combining	no	wdn_000029_p001	mkN_lemma	P.mkN "Leistung"	1	complete	exact_source_evidence	provisional	sampled	component_target	["L252671$BCBD46DB-2D23-4E20-9C2A-98216DCF6AA5"]	{"co":["L252671-F9"],"s_pl_acc":["L252671-F8"],"s_pl_dat":["L252671-F7"],"s_pl_gen":["L252671-F6"],"s_pl_nom":["L252671-F5"],"s_sg_acc":["L252671-F4"],"s_sg_dat":["L252671-F3"],"s_sg_gen":["L252671-F2"],"s_sg_nom":["L252671-F1"]}	[]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	558f5257c644bc08451b2d8a9214fd777bd59f37c64b8e2ba132ff0c47fdfef6	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Leistung"	"Leistung"	"Leistung"	"Leistung"	"Leistungen"	"Leistungen"	"Leistungen"	"Leistungen"	"feminine"	"Leistungs"	"leistung"	"leistung"	"leistung"	"leistung"	"leistungen"	"leistungen"	"leistungen"	"leistungen"	"leistungs"	"bind"
wdn_000032_N	L295104	["L295104"]	["30fe1838a12d50f9dce22b74bfe7e218a768deea698abf7e21800b889ee9410a"]	"Nuss"	regular_feminine	yes	wdn_000032_p007	mkN_two	P.mkN "Nuss" "Nüsse" P.feminine	2	complete	exact_source_evidence	provisional	sampled	component_target	["L295104$115691F2-8C04-4FB5-A2A7-69F56E10253C","L295104$3C3AEB56-4EA0-43BE-8E24-C250F60D5720"]	{"s_pl_acc":["L295104-F8"],"s_pl_dat":["L295104-F7"],"s_pl_gen":["L295104-F6"],"s_pl_nom":["L295104-F5"],"s_sg_acc":["L295104-F4"],"s_sg_dat":["L295104-F3"],"s_sg_gen":["L295104-F2"],"s_sg_nom":["L295104-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	8e01286cbfc03fdacacbcb3b4b995b608fc64a31c51cef11c0155fa0a32c8141	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Nuss"	"Nuss"	"Nuss"	"Nuss"	"Nüsse"	"Nüsse"	"Nüssen"	"Nüsse"	"feminine"	"Nuss"	"nuss"	"nuss"	"nuss"	"nuss"	"nüsse"	"nüsse"	"nüssen"	"nüsse"	"nuss"	"bind"
wdn_000033_N	L296843	["L296843"]	["505acaf2c520b32b2f75aaefff35f07528ae2131572de56a10ab3dce1c26897d"]	"Kinderbetreuung"	explicit_combining	no	wdn_000033_p001	mkN_lemma	P.mkN "Kinderbetreuung"	1	complete	exact_source_evidence	provisional	sampled	source_and_target	["L296843$3e9de5c0-406f-2041-df4c-a5e8682bf233","L296843$44531CDD-5739-4860-B47B-C683EA80576B","L296843$811533f8-46d5-eb89-0329-4ebc36e645ef","L296843$bdf2b044-4620-0481-ab29-f29b88c1982a"]	{"co":["L296843-F9"],"s_pl_acc":["L296843-F8"],"s_pl_dat":["L296843-F7"],"s_pl_gen":["L296843-F6"],"s_pl_nom":["L296843-F5"],"s_sg_acc":["L296843-F4"],"s_sg_dat":["L296843-F3"],"s_sg_gen":["L296843-F2"],"s_sg_nom":["L296843-F1"]}	["L778793$28f61901-4a83-3b3f-b7be-20bd493685b3>L296843-F9","L786749$9b9b069f-4d11-fc20-34d7-d6c291fbc72a>L296843-F9"]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	cec3af95faac5786c27ef7928add6885d1a1c3115561ffe828fd90ef33fa7cae	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Kinderbetreuung"	"Kinderbetreuung"	"Kinderbetreuung"	"Kinderbetreuung"	"Kinderbetreuungen"	"Kinderbetreuungen"	"Kinderbetreuungen"	"Kinderbetreuungen"	"feminine"	"Kinderbetreuungs"	"kinderbetreuung"	"kinderbetreuung"	"kinderbetreuung"	"kinderbetreuung"	"kinderbetreuungen"	"kinderbetreuungen"	"kinderbetreuungen"	"kinderbetreuungen"	"kinderbetreuungs"	"bind"
wdn_000035_N	L300507	["L300507"]	["aa4eb4d0385d3db3cbbedf711a57caa3191f2aef9131bff3eeea1b23ec80b6b3"]	"Beobachtungsdaten"	plural_only	no	wdn_000035_p001	pluralOnlyN	P.pluralOnlyN "Beobachtungsdaten"	1	complete	compatible_with_inference	provisional	sampled	none_recorded	["L300507$2DDAD19D-5282-4F55-8CF2-D9E967C192C3"]	{"s_pl_acc":["L300507-F4"],"s_pl_dat":["L300507-F3"],"s_pl_gen":["L300507-F2"],"s_pl_nom":["L300507-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"provisional_inference","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"unavailable","s_sg_dat":"unavailable","s_sg_gen":"unavailable","s_sg_nom":"unavailable","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"unavailable","uncap_s_sg_dat":"unavailable","uncap_s_sg_gen":"unavailable","uncap_s_sg_nom":"unavailable"}	yes	864d05c68026f2e06e4be5bd3ccbe815fd45afa31a1b6ae0c760653db5120411	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	""	""	""	""	"Beobachtungsdaten"	"Beobachtungsdaten"	"Beobachtungsdaten"	"Beobachtungsdaten"	"masculine"	"Beobachtungsdaten"	""	""	""	""	"beobachtungsdaten"	"beobachtungsdaten"	"beobachtungsdaten"	"beobachtungsdaten"	"beobachtungsdaten"	"bind"
wdn_000036_N	L305182	["L305182"]	["bee8cda3c6dcbc56af82fb57047cdeedc814780c0c30fcb4bf851fff87a7c871"]	"Pause"	explicit_combining	no	wdn_000036_p001	mkN_lemma	P.mkN "Pause"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L305182$DF75C3C5-5298-4FB4-82E4-AA1B7DB4CBC3"]	{"co":["L305182-F9"],"s_pl_acc":["L305182-F8"],"s_pl_dat":["L305182-F7"],"s_pl_gen":["L305182-F6"],"s_pl_nom":["L305182-F5"],"s_sg_acc":["L305182-F4"],"s_sg_dat":["L305182-F3"],"s_sg_gen":["L305182-F2"],"s_sg_nom":["L305182-F1"]}	[]	{"co":"source_exact","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	5826491ac61aa0a7febf65b1772394439124d66a0e2e30b79a54ee915c6624f8	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Pause"	"Pause"	"Pause"	"Pause"	"Pausen"	"Pausen"	"Pausen"	"Pausen"	"feminine"	"Pausen"	"pause"	"pause"	"pause"	"pause"	"pausen"	"pausen"	"pausen"	"pausen"	"pausen"	"bind"
wdn_000039_N	L402511	["L402511"]	["ea5438a64c522bc0ee6ce99563928dd545a99046a5141bf766b149ea17a14840"]	"A-Saite"	hyphenated	no	wdn_000039_p001	mkN_lemma	P.mkN "A-Saite"	1	complete	exact_source_evidence	provisional	sampled	explicit_compound_analysis	["L402511$55E7590A-7D95-4978-824E-D20D23FD6756","L402511$de5be28c-40de-c3e1-f7c9-b97cdbc7866e"]	{"s_pl_acc":["L402511-F8"],"s_pl_dat":["L402511-F7"],"s_pl_gen":["L402511-F6"],"s_pl_nom":["L402511-F5"],"s_sg_acc":["L402511-F4"],"s_sg_dat":["L402511-F3"],"s_sg_gen":["L402511-F2"],"s_sg_nom":["L402511-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	6e6ab168c3d010732e6d56bbd63c4ad628f4895106fce96a3a3370bf6a08ce3c	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"A-Saite"	"A-Saite"	"A-Saite"	"A-Saite"	"A-Saiten"	"A-Saiten"	"A-Saiten"	"A-Saiten"	"feminine"	"A-Saiten"	"A-Saite"	"A-Saite"	"A-Saite"	"A-Saite"	"A-Saiten"	"A-Saiten"	"A-Saiten"	"A-Saiten"	"A-Saiten"	"hyphen"
wdn_000041_N	L478083	["L478083"]	["341cde24457277b75156b3d0f2347fafbaec24b942b63032c7e8e00f05710136"]	"NOx-Konzentration"	hyphenated	no	wdn_000041_p001	mkN_lemma	P.mkN "NOx-Konzentration"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L478083$4F4A59A7-9743-496A-B429-E5698524D2C9"]	{"s_pl_acc":["L478083-F8"],"s_pl_dat":["L478083-F7"],"s_pl_gen":["L478083-F6"],"s_pl_nom":["L478083-F5"],"s_sg_acc":["L478083-F4"],"s_sg_dat":["L478083-F3"],"s_sg_gen":["L478083-F2"],"s_sg_nom":["L478083-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	379171f77b5e6cae4996ef0475250de6551af1880f0b6cbe664e1428a92d045b	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"NOx-Konzentration"	"NOx-Konzentration"	"NOx-Konzentration"	"NOx-Konzentration"	"NOx-Konzentrationen"	"NOx-Konzentrationen"	"NOx-Konzentrationen"	"NOx-Konzentrationen"	"feminine"	"NOx-Konzentration"	"NOx-Konzentration"	"NOx-Konzentration"	"NOx-Konzentration"	"NOx-Konzentration"	"NOx-Konzentrationen"	"NOx-Konzentrationen"	"NOx-Konzentrationen"	"NOx-Konzentrationen"	"NOx-Konzentration"	"hyphen"
